windspeed,yr,temp,RushHour-Low,hum,cnt,relative_windspeed,relative_hum,atemp,workingday,isNoon,isDaylight,relative_temp,holiday,relative_atemp,RushHour-Med,RushHour-High,s_fall,s_spring,s_summer,s_winter,w_Acceptable,w_Bad,w_Chaos,w_Good,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,w_0,w_6,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,dteday,registered,casual
0.19399999999999998,0,0.34,0,0.57,65,0.06938897858288555,-2.8940906868429632,0.3333,0,0,0,-0.2957763519293358,0,-0.615924947158944,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.6503023058681396,2.76030230586814,2.76030230586814,2.76030230586814,3.7341943406811815,1.2200000000000004,2.6503023058681396,2.2200000000000006,2.083892034813042,4.300604611736279,4.300604611736279,4.300604611736279,2.543589728944902,3.76030230586814,2.6503023058681396,2011-01-02,58,7
0.3284,0,0.36,0,0.46,53,1.277788621781544,-3.8528238573510105,0.3333,0,0,0,-0.0476602683410547,0,-0.6056902836135796,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.8003023058681396,3.0603023058681393,3.0603023058681393,3.0603023058681393,4.18181669833332,1.5199999999999996,2.8003023058681396,2.5199999999999996,2.3815143924651805,4.600604611736279,4.600604611736279,4.600604611736279,2.8412120865970407,4.06030230586814,2.8003023058681396,2011-01-02,43,10
0.4478,0,0.32,0,0.42,30,2.305006191898056,-3.657614422967583,0.2879,0,0,0,-0.5416749916110187,0,-1.2900836050845468,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3200000000000003,2.3200000000000003,2.3200000000000003,2.3200000000000003,4.220000000000001,0.32,2.3200000000000003,1.32,2.9000000000000004,3.6400000000000006,3.6400000000000006,3.6400000000000006,2.9000000000000004,2.64,2.3200000000000003,2011-01-02,29,1
0.3582,0,0.3,0,0.39,22,1.3836518583954287,-3.409956695470868,0.2727,0,0,0,-0.7830431744621142,0,-1.4814850564172328,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3,2.3,2.3,2.3,2.9000000000000004,0.3,2.3,1.3,1.6,3.5999999999999996,3.5999999999999996,3.5999999999999996,1.6,2.6,2.3,2011-01-02,17,5
0.3284,0,0.26,1,0.44,31,1.0874089472625212,-2.6006119809201103,0.2273,0,0,0,-1.2700066057118917,0,-2.108941582164581,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8003023058681398,1.8003023058681398,1.8003023058681398,1.8003023058681398,2.3203023058681396,0.26,1.8003023058681398,0.8003023058681398,1.0603023058681398,3.06030230586814,3.06030230586814,3.06030230586814,1.0603023058681398,2.06030230586814,1.8003023058681398,2011-01-02,20,11
0.2985,0,0.24,1,0.44,9,0.8096591372132748,-2.3946651739139164,0.2121,0,0,0,-1.4826772768596066,0,-2.20729242094761,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7803023058681398,1.7803023058681398,1.7803023058681398,1.7803023058681398,2.26030230586814,0.24,1.7803023058681398,0.7803023058681398,1.0203023058681397,3.0203023058681397,3.0203023058681397,3.0203023058681397,1.0203023058681397,2.0203023058681397,1.7803023058681398,2011-01-02,9,0
0.1642,0,0.22,1,0.47,8,-0.33985899512672857,-2.0208059953907127,0.2273,0,0,0,-1.6780852553566419,0,-1.8634213730909308,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7603023058681397,1.7603023058681397,1.7603023058681397,1.7603023058681397,2.2003023058681395,0.22,1.7603023058681397,0.7603023058681397,0.9803023058681397,2.9803023058681397,2.9803023058681397,2.9803023058681397,0.9803023058681397,1.9803023058681397,1.7603023058681397,2011-01-02,8,0
0.1642,0,0.18,1,0.51,25,-0.14200210596830462,-0.34980632285130436,0.19699999999999998,0,0,0,-0.7697761845098299,0,-0.7090187877862266,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7203023058681397,1.7203023058681397,1.7203023058681397,1.7203023058681397,2.08030230586814,0.18,1.7203023058681397,0.7203023058681397,0.9003023058681398,2.9003023058681396,2.9003023058681396,2.9003023058681396,0.9003023058681398,1.9003023058681396,1.7203023058681397,2011-01-08,24,1
0.0896,0,0.18,1,0.55,16,-0.8204509564652187,-0.11996331387768727,0.2121,0,0,0,-0.7660030727167846,0,-0.5265058623290116,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7203023058681397,1.7203023058681397,1.7203023058681397,1.7203023058681397,2.08030230586814,0.18,1.7203023058681397,0.7203023058681397,0.9003023058681398,2.9003023058681396,2.9003023058681396,2.9003023058681396,0.9003023058681398,1.9003023058681396,1.7203023058681397,2011-01-08,15,1
0.0,0,0.18,1,0.55,16,-1.6324868392666458,-0.11959172867763138,0.2424,0,0,0,-0.7622850094086789,0,-0.16398817715341243,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7203023058681397,1.7203023058681397,1.7203023058681397,1.7203023058681397,2.08030230586814,0.18,1.7203023058681397,0.7203023058681397,0.9003023058681398,2.9003023058681396,2.9003023058681396,2.9003023058681396,0.9003023058681398,1.9003023058681396,1.7203023058681397,2011-01-08,13,3
0.1642,0,0.18,1,0.55,7,-0.12607305166968608,-0.11922357539465307,0.19699999999999998,0,0,0,-0.758620667519078,0,-0.7051943616690252,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7203023058681397,1.7203023058681397,1.7203023058681397,1.7203023058681397,2.08030230586814,0.18,1.7203023058681397,0.7203023058681397,0.9003023058681398,2.9003023058681396,2.9003023058681396,2.9003023058681396,0.9003023058681398,1.9003023058681396,1.7203023058681397,2011-01-08,7,0
