,dteday,lm_predications,predicted_lvl_1_cnt,cnt
36,2012-10-07,451.44849491119385,451.44849491119385,392
37,2012-10-07,452.96915578842163,452.96915578842163,320
38,2012-10-07,459.5453796386719,459.5453796386719,314
39,2012-10-07,301.44153690338135,301.44153690338135,306
40,2012-10-07,285.4115972518921,285.4115972518921,333
41,2012-10-07,265.6523199081421,265.6523199081421,157
42,2012-10-07,207.7094488143921,207.7094488143921,106
43,2012-10-07,296.61459827423096,296.61459827423096,114
44,2012-10-07,247.26635074615479,247.26635074615479,116
45,2012-10-07,166.2528953552246,166.2528953552246,113
46,2012-10-07,145.7931785583496,145.7931785583496,79
47,2012-10-07,109.30869102478027,109.30869102478027,80
48,2012-10-13,115.2143144607544,115.2143144607544,249
49,2012-10-13,87.04293870925903,87.04293870925903,146
50,2012-10-13,71.94796800613403,71.94796800613403,67
51,2012-10-13,64.54040002822876,64.54040002822876,15
52,2012-10-13,53.73996448516846,53.73996448516846,11
53,2012-10-13,43.377986907958984,43.377986907958984,11
54,2012-10-13,48.658870697021484,48.658870697021484,28
55,2012-10-13,64.18389511108398,64.18389511108398,70
56,2012-10-13,209.95402669906616,209.95402669906616,174
57,2012-10-13,274.04632329940796,274.04632329940796,266
58,2012-10-13,414.5385265350342,414.5385265350342,347
59,2012-10-13,467.9361729621887,467.9361729621887,527
60,2012-10-13,516.0736656188965,516.0736656188965,573
61,2012-10-13,513.2926297187805,513.2926297187805,670
62,2012-10-13,519.5708394050598,519.5708394050598,597
63,2012-10-13,516.4658694267273,516.4658694267273,615
64,2012-10-13,519.5126132965088,519.5126132965088,637
65,2012-10-13,484.74963998794556,484.74963998794556,528
66,2012-10-13,419.73645544052124,419.73645544052124,473
67,2012-10-13,355.1312689781189,355.1312689781189,332
68,2012-10-13,285.21180057525635,285.21180057525635,255
69,2012-10-13,155.04788827896118,155.04788827896118,204
70,2012-10-13,145.47285413742065,145.47285413742065,189
71,2012-10-13,109.9919605255127,109.9919605255127,125
72,2012-10-14,122.7082839012146,122.7082839012146,111
73,2012-10-14,105.77623701095581,105.77623701095581,112
74,2012-10-14,99.7021803855896,99.7021803855896,66
75,2012-10-14,67.65392255783081,67.65392255783081,28
76,2012-10-14,52.39318037033081,52.39318037033081,12
77,2012-10-14,54.9248366355896,54.9248366355896,11
78,2012-10-14,60.8645339012146,60.8645339012146,24
79,2012-10-14,69.02599287033081,69.02599287033081,51
80,2012-10-14,199.36502647399902,199.36502647399902,132
81,2012-10-14,261.1166777610779,261.1166777610779,223
82,2012-10-14,417.466965675354,417.466965675354,428
83,2012-10-14,467.49720001220703,467.49720001220703,494
84,2012-10-14,544.1190905570984,544.1190905570984,562
85,2012-10-14,545.8131537437439,545.8131537437439,619
86,2012-10-14,546.415632724762,546.415632724762,617
87,2012-10-14,542.061140537262,542.061140537262,568
88,2012-10-14,540.6061224937439,540.6061224937439,581
89,2012-10-14,522.9745607376099,522.9745607376099,539
90,2012-10-14,417.33248567581177,417.33248567581177,453
91,2012-10-14,334.6981415748596,334.6981415748596,336
92,2012-10-14,281.8337507247925,281.8337507247925,246
93,2012-10-14,153.35789108276367,153.35789108276367,196
94,2012-10-14,135.92307662963867,135.92307662963867,125
95,2012-10-14,103.95308780670166,103.95308780670166,105
96,2012-10-20,139.24226665496826,139.24226665496826,123
97,2012-10-20,115.79026079177856,115.79026079177856,95
98,2012-10-20,108.5914888381958,108.5914888381958,78
99,2012-10-20,84.11681318283081,84.11681318283081,29
100,2012-10-20,69.9096040725708,69.9096040725708,18
101,2012-10-20,72.8904128074646,72.8904128074646,13
102,2012-10-20,73.65001630783081,73.65001630783081,31
103,2012-10-20,87.2820143699646,87.2820143699646,65
104,2012-10-20,227.83538675308228,227.83538675308228,193
105,2012-10-20,301.50703048706055,301.50703048706055,363
106,2012-10-20,432.745774269104,432.745774269104,423
107,2012-10-20,478.120144367218,478.120144367218,612
108,2012-10-20,533.5059900283813,533.5059900283813,703
109,2012-10-20,534.8743686676025,534.8743686676025,714
110,2012-10-20,542.3385109901428,542.3385109901428,711
111,2012-10-20,534.1253452301025,534.1253452301025,711
112,2012-10-20,515.6026697158813,515.6026697158813,691
113,2012-10-20,506.2609248161316,506.2609248161316,731
114,2012-10-20,439.4763169288635,439.4763169288635,521
115,2012-10-20,362.40243911743164,362.40243911743164,345
116,2012-10-20,318.2509207725525,318.2509207725525,259
117,2012-10-20,156.43250274658203,156.43250274658203,296
118,2012-10-20,140.67090368270874,140.67090368270874,202
119,2012-10-20,120.0163745880127,120.0163745880127,163
120,2012-10-21,109.68048524856567,109.68048524856567,154
121,2012-10-21,88.9526538848877,88.9526538848877,117
122,2012-10-21,80.00312757492065,80.00312757492065,132
123,2012-10-21,67.81606769561768,67.81606769561768,41
124,2012-10-21,45.67294883728027,45.67294883728027,21
125,2012-10-21,50.343167304992676,50.343167304992676,10
126,2012-10-21,49.563918590545654,49.563918590545654,26
127,2012-10-21,59.082717418670654,59.082717418670654,56
128,2012-10-21,212.89557600021362,212.89557600021362,143
129,2012-10-21,283.9478154182434,283.9478154182434,269
130,2012-10-21,414.61302280426025,414.61302280426025,443
131,2012-10-21,466.9684524536133,466.9684524536133,547
132,2012-10-21,516.5682163238525,516.5682163238525,675
133,2012-10-21,527.7349653244019,527.7349653244019,626
134,2012-10-21,530.1688237190247,530.1688237190247,640
135,2012-10-21,520.1707768440247,520.1707768440247,623
136,2012-10-21,513.2033076286316,513.2033076286316,591
137,2012-10-21,486.6569809913635,486.6569809913635,491
138,2012-10-21,430.1403794288635,430.1403794288635,413
139,2012-10-21,353.6849408149719,353.6849408149719,266
140,2012-10-21,299.2818331718445,299.2818331718445,195
141,2012-10-21,145.62241458892822,145.62241458892822,166
142,2012-10-21,132.58042240142822,132.58042240142822,113
143,2012-10-21,110.60968446731567,110.60968446731567,66
144,2012-10-27,144.24435234069824,144.24435234069824,142
145,2012-10-27,116.85250663757324,116.85250663757324,146
146,2012-10-27,102.76656913757324,102.76656913757324,90
147,2012-10-27,88.89986991882324,88.89986991882324,26
148,2012-10-27,63.10738945007324,63.10738945007324,13
149,2012-10-27,57.71139335632324,57.71139335632324,9
150,2012-10-27,62.76266288757324,62.76266288757324,31
151,2012-10-27,83.88562822341919,83.88562822341919,86
152,2012-10-27,230.14960527420044,230.14960527420044,213
153,2012-10-27,286.16425371170044,286.16425371170044,328
154,2012-10-27,415.37047576904297,415.37047576904297,479
155,2012-10-27,474.7616629600525,474.7616629600525,585
156,2012-10-27,558.7946968078613,558.7946968078613,668
157,2012-10-27,570.4700322151184,570.4700322151184,760
158,2012-10-27,564.0733337402344,564.0733337402344,750
159,2012-10-27,499.66905307769775,499.66905307769775,711
160,2012-10-27,491.5888113975525,491.5888113975525,612
161,2012-10-27,474.0702567100525,474.0702567100525,618
162,2012-10-27,415.1405692100525,415.1405692100525,456
163,2012-10-27,329.8579292297363,329.8579292297363,300
164,2012-10-27,285.6109414100647,285.6109414100647,296
165,2012-10-27,163.86616039276123,163.86616039276123,209
166,2012-10-27,143.99653148651123,143.99653148651123,157
167,2012-10-27,116.08767890930176,116.08767890930176,167
168,2012-10-28,106.5176887512207,106.5176887512207,117
169,2012-10-28,94.04922437667847,94.04922437667847,133
170,2012-10-28,79.610586643219,79.610586643219,116
171,2012-10-28,53.240206718444824,53.240206718444824,79
172,2012-10-28,36.709689140319824,36.709689140319824,20
173,2012-10-28,35.857150077819824,35.857150077819824,28
174,2012-10-28,39.17730140686035,39.17730140686035,39
175,2012-10-28,49.23198890686035,49.23198890686035,65
176,2012-10-28,216.26142501831055,216.26142501831055,173
177,2012-10-28,278.98610639572144,278.98610639572144,330
178,2012-10-28,396.19223499298096,396.19223499298096,434
179,2012-10-28,445.4511876106262,445.4511876106262,462
180,2012-10-28,465.3880138397217,465.3880138397217,491
181,2012-10-28,467.4519786834717,467.4519786834717,391
182,2012-10-28,469.0502257347107,469.0502257347107,402
183,2012-10-28,457.5266857147217,457.5266857147217,301
184,2012-10-28,314.07482147216797,314.07482147216797,293
185,2012-10-28,276.7784729003906,276.7784729003906,225
186,2012-10-28,187.67481994628906,187.67481994628906,154
187,2012-10-28,165.96541738510132,165.96541738510132,54
188,2012-10-28,129.31694793701172,129.31694793701172,55
189,2012-10-28,134.6735200881958,134.6735200881958,46
190,2012-10-28,117.5890474319458,117.5890474319458,37
191,2012-10-28,90.89928388595581,90.89928388595581,14
192,2012-11-03,84.73629808425903,84.73629808425903,108
193,2012-11-03,39.19902753829956,39.19902753829956,89
194,2012-11-03,32.94975996017456,32.94975996017456,46
195,2012-11-03,8.52349042892456,8.52349042892456,28
196,2012-11-03,-9.267963409423828,-9.267963409423828,16
197,2012-11-03,-9.699848175048828,-9.699848175048828,9
198,2012-11-03,1.7210502624511719,1.7210502624511719,21
199,2012-11-03,4.798931121826172,4.798931121826172,59
200,2012-11-03,167.44869756698608,167.44869756698608,142
201,2012-11-03,220.7323579788208,220.7323579788208,219
202,2012-11-03,354.1104950904846,354.1104950904846,328
203,2012-11-03,387.2154755592346,387.2154755592346,340
204,2012-11-03,418.5035614967346,418.5035614967346,394
205,2012-11-03,426.5143036842346,426.5143036842346,449
206,2012-11-03,420.4236249923706,420.4236249923706,455
207,2012-11-03,411.9561982154846,411.9561982154846,448
208,2012-11-03,417.1676239967346,417.1676239967346,400
209,2012-11-03,400.7198700904846,400.7198700904846,410
210,2012-11-03,342.4234833717346,342.4234833717346,297
211,2012-11-03,311.3831992149353,311.3831992149353,239
212,2012-11-03,241.75407552719116,241.75407552719116,181
213,2012-11-03,128.77438402175903,128.77438402175903,166
214,2012-11-03,119.10394096374512,119.10394096374512,146
215,2012-11-03,94.87884330749512,94.87884330749512,148
216,2012-11-04,98.15508651733398,98.15508651733398,102
217,2012-11-04,74.01894521713257,74.01894521713257,165
218,2012-11-04,78.19785022735596,78.19785022735596,37
219,2012-11-04,37.03891038894653,37.03891038894653,11
220,2012-11-04,18.34548330307007,18.34548330307007,9
221,2012-11-04,17.42885732650757,17.42885732650757,5
222,2012-11-04,23.395355701446533,23.395355701446533,16
223,2012-11-04,58.33168935775757,58.33168935775757,50
224,2012-11-04,161.49086952209473,161.49086952209473,149
225,2012-11-04,234.4055233001709,234.4055233001709,217
226,2012-11-04,344.4085183143616,344.4085183143616,360
227,2012-11-04,410.1873188018799,410.1873188018799,445
228,2012-11-04,447.0628070831299,447.0628070831299,504
229,2012-11-04,456.5771007537842,456.5771007537842,493
230,2012-11-04,458.7413773536682,458.7413773536682,509
231,2012-11-04,452.8502640724182,452.8502640724182,449
232,2012-11-04,445.8893265724182,445.8893265724182,435
233,2012-11-04,383.8063268661499,383.8063268661499,327
234,2012-11-04,350.2828893661499,350.2828893661499,237
235,2012-11-04,298.2893385887146,298.2893385887146,227
236,2012-11-04,208.2775936126709,208.2775936126709,141
237,2012-11-04,100.41662549972534,100.41662549972534,87
238,2012-11-04,86.41784620285034,86.41784620285034,79
239,2012-11-04,68.16446733474731,68.16446733474731,53
240,2012-11-10,113.83800745010376,113.83800745010376,122
241,2012-11-10,95.77145862579346,95.77145862579346,76
242,2012-11-10,92.40246057510376,92.40246057510376,44
243,2012-11-10,67.28561878204346,67.28561878204346,20
244,2012-11-10,34.04103994369507,34.04103994369507,6
245,2012-11-10,48.80093288421631,48.80093288421631,10
246,2012-11-10,36.467700481414795,36.467700481414795,16
247,2012-11-10,72.12368154525757,72.12368154525757,71
248,2012-11-10,177.68351364135742,177.68351364135742,146
249,2012-11-10,230.73850965499878,230.73850965499878,259
250,2012-11-10,378.37668895721436,378.37668895721436,350
251,2012-11-10,418.62473583221436,418.62473583221436,466
252,2012-11-10,487.174382686615,487.174382686615,606
253,2012-11-10,507.2087388038635,507.2087388038635,651
254,2012-11-10,512.2516474723816,512.2516474723816,627
255,2012-11-10,494.84496784210205,494.84496784210205,567
256,2012-11-10,479.8746943473816,479.8746943473816,605
257,2012-11-10,437.60658407211304,437.60658407211304,501
258,2012-11-10,383.1357855796814,383.1357855796814,359
259,2012-11-10,332.37169551849365,332.37169551849365,283
260,2012-11-10,277.5716552734375,277.5716552734375,192
261,2012-11-10,153.97594499588013,153.97594499588013,220
262,2012-11-10,140.9550437927246,140.9550437927246,193
263,2012-11-10,112.84775352478027,112.84775352478027,146
264,2012-11-11,102.13859605789185,102.13859605789185,124
265,2012-11-11,86.32414293289185,86.32414293289185,108
266,2012-11-11,69.70128870010376,69.70128870010376,70
267,2012-11-11,55.862473011016846,55.862473011016846,48
268,2012-11-11,29.73742151260376,29.73742151260376,11
269,2012-11-11,19.872044563293457,19.872044563293457,12
270,2012-11-11,31.901341438293457,31.901341438293457,19
271,2012-11-11,67.59421253204346,67.59421253204346,68
272,2012-11-11,144.64668703079224,144.64668703079224,119
273,2012-11-11,227.47771453857422,227.47771453857422,273
274,2012-11-11,350.6415286064148,350.6415286064148,405
275,2012-11-11,418.89670038223267,418.89670038223267,504
276,2012-11-11,479.74192905426025,479.74192905426025,585
277,2012-11-11,493.2875142097473,493.2875142097473,686
278,2012-11-11,538.2057929039001,538.2057929039001,654
279,2012-11-11,496.57578563690186,496.57578563690186,724
280,2012-11-11,457.05677127838135,457.05677127838135,653
281,2012-11-11,438.7255024909973,438.7255024909973,493
282,2012-11-11,402.90453815460205,402.90453815460205,405
283,2012-11-11,318.5253005027771,318.5253005027771,277
284,2012-11-11,253.1980676651001,253.1980676651001,200
285,2012-11-11,130.15445852279663,130.15445852279663,171
286,2012-11-11,121.87706708908081,121.87706708908081,134
287,2012-11-11,97.65001630783081,97.65001630783081,109
288,2012-11-17,90.56872510910034,90.56872510910034,106
289,2012-11-17,78.20931482315063,78.20931482315063,87
290,2012-11-17,65.67958974838257,65.67958974838257,49
291,2012-11-17,41.27016592025757,41.27016592025757,21
292,2012-11-17,16.205371379852295,16.205371379852295,7
293,2012-11-17,19.469653606414795,19.469653606414795,11
294,2012-11-17,18.450488567352295,18.450488567352295,21
295,2012-11-17,55.367969036102295,55.367969036102295,78
296,2012-11-17,150.29004001617432,150.29004001617432,168
297,2012-11-17,240.1703462600708,240.1703462600708,248
298,2012-11-17,361.1056122779846,361.1056122779846,320
299,2012-11-17,428.14242792129517,428.14242792129517,423
300,2012-11-17,474.8478226661682,474.8478226661682,476
301,2012-11-17,480.3181610107422,480.3181610107422,525
302,2012-11-17,479.7302703857422,479.7302703857422,555
303,2012-11-17,475.0230870246887,475.0230870246887,549
304,2012-11-17,436.6637406349182,436.6637406349182,469
305,2012-11-17,415.6211576461792,415.6211576461792,403
306,2012-11-17,363.8396406173706,363.8396406173706,271
307,2012-11-17,314.4116506576538,314.4116506576538,253
308,2012-11-17,226.04913711547852,226.04913711547852,172
309,2012-11-17,129.63909721374512,129.63909721374512,139
310,2012-11-17,110.27557182312012,110.27557182312012,145
311,2012-11-17,94.00265979766846,94.00265979766846,133
312,2012-11-18,82.64865589141846,82.64865589141846,129
313,2012-11-18,70.41916370391846,70.41916370391846,95
314,2012-11-18,59.49441432952881,59.49441432952881,73
315,2012-11-18,25.014866828918457,25.014866828918457,46
316,2012-11-18,4.245091438293457,4.245091438293457,12
317,2012-11-18,16.49246120452881,16.49246120452881,12
318,2012-11-18,16.45999050140381,16.45999050140381,15
319,2012-11-18,51.43423366546631,51.43423366546631,42
320,2012-11-18,137.04484128952026,137.04484128952026,119
321,2012-11-18,202.5101752281189,202.5101752281189,204
322,2012-11-18,315.20033407211304,315.20033407211304,329
323,2012-11-18,391.4972724914551,391.4972724914551,359
324,2012-11-18,433.5562129020691,433.5562129020691,442
325,2012-11-18,433.0156855583191,433.0156855583191,447
326,2012-11-18,431.2788691520691,431.2788691520691,428
327,2012-11-18,441.43042182922363,441.43042182922363,407
328,2012-11-18,385.9331660270691,385.9331660270691,372
329,2012-11-18,360.62131547927856,360.62131547927856,280
330,2012-11-18,325.0241060256958,325.0241060256958,276
331,2012-11-18,284.82736921310425,284.82736921310425,210
332,2012-11-18,221.64573621749878,221.64573621749878,129
333,2012-11-18,124.61024618148804,124.61024618148804,110
334,2012-11-18,95.17567586898804,95.17567586898804,74
335,2012-11-18,86.60121297836304,86.60121297836304,59
336,2012-11-24,92.28396511077881,92.28396511077881,42
337,2012-11-24,36.56965637207031,36.56965637207031,20
338,2012-11-24,16.58209753036499,16.58209753036499,32
339,2012-11-24,2.7409849166870117,2.7409849166870117,11
340,2012-11-24,-25.45948076248169,-25.45948076248169,3
341,2012-11-24,-17.68518877029419,-17.68518877029419,3
342,2012-11-24,-2.496281623840332,-2.496281623840332,10
343,2012-11-24,-13.03150224685669,-13.03150224685669,25
344,2012-11-24,134.7982840538025,134.7982840538025,62
345,2012-11-24,194.60043907165527,194.60043907165527,122
346,2012-11-24,313.9068169593811,313.9068169593811,142
347,2012-11-24,371.59554958343506,371.59554958343506,186
348,2012-11-24,401.78173875808716,401.78173875808716,199
349,2012-11-24,438.7903861999512,438.7903861999512,225
350,2012-11-24,429.24854707717896,429.24854707717896,207
351,2012-11-24,415.95459032058716,415.95459032058716,198
352,2012-11-24,374.69787549972534,374.69787549972534,170
353,2012-11-24,351.4980959892273,351.4980959892273,126
354,2012-11-24,322.7162055969238,322.7162055969238,145
355,2012-11-24,299.2468361854553,299.2468361854553,83
356,2012-11-24,211.1293888092041,211.1293888092041,58
357,2012-11-24,113.14385509490967,113.14385509490967,75
358,2012-11-24,91.36577892303467,91.36577892303467,76
359,2012-11-24,69.82891368865967,69.82891368865967,57
360,2012-11-25,67.11660575866699,67.11660575866699,34
361,2012-11-25,55.52133131027222,55.52133131027222,36
362,2012-11-25,25.497161388397217,25.497161388397217,28
363,2012-11-25,40.63827466964722,40.63827466964722,8
364,2012-11-25,24.763274669647217,24.763274669647217,2
365,2012-11-25,-7.314058303833008,-7.314058303833008,3
366,2012-11-25,5.065458297729492,5.065458297729492,11
367,2012-11-25,16.744941234588623,16.744941234588623,21
368,2012-11-25,135.40280389785767,135.40280389785767,34
369,2012-11-25,192.5338578224182,192.5338578224182,96
370,2012-11-25,310.8175005912781,310.8175005912781,139
371,2012-11-25,363.7280764579773,363.7280764579773,204
372,2012-11-25,400.6587405204773,400.6587405204773,202
373,2012-11-25,404.1025881767273,404.1025881767273,195
374,2012-11-25,406.51977491378784,406.51977491378784,203
375,2012-11-25,411.92211866378784,411.92211866378784,245
376,2012-11-25,387.2804870605469,387.2804870605469,228
377,2012-11-25,365.12679958343506,365.12679958343506,181
378,2012-11-25,324.2788872718811,324.2788872718811,141
379,2012-11-25,317.9016213417053,317.9016213417053,127
380,2012-11-25,219.92069625854492,219.92069625854492,119
381,2012-11-25,132.51693677902222,132.51693677902222,64
382,2012-11-25,123.42318630218506,123.42318630218506,62
383,2012-11-25,86.0694408416748,86.0694408416748,41
384,2012-12-01,115.14528799057007,115.14528799057007,108
385,2012-12-01,98.04616689682007,98.04616689682007,69
386,2012-12-01,74.86000967025757,74.86000967025757,50
387,2012-12-01,31.71755361557007,31.71755361557007,15
388,2012-12-01,34.37490224838257,34.37490224838257,5
389,2012-12-01,24.481372356414795,24.481372356414795,13
390,2012-12-01,21.088916301727295,21.088916301727295,27
391,2012-12-01,20.204638957977295,20.204638957977295,63
392,2012-12-01,112.48227548599243,112.48227548599243,144
393,2012-12-01,155.11341953277588,155.11341953277588,193
394,2012-12-01,275.9922685623169,275.9922685623169,256
395,2012-12-01,360.1226134300232,360.1226134300232,392
396,2012-12-01,391.60498332977295,391.60498332977295,446
397,2012-12-01,413.1277208328247,413.1277208328247,509
398,2012-12-01,421.18103647232056,421.18103647232056,479
399,2012-12-01,436.5205683708191,436.5205683708191,484
400,2012-12-01,397.21213579177856,397.21213579177856,443
401,2012-12-01,347.9949083328247,347.9949083328247,320
402,2012-12-01,325.4621934890747,325.4621934890747,297
403,2012-12-01,282.06636905670166,282.06636905670166,249
404,2012-12-01,224.25948095321655,224.25948095321655,198
405,2012-12-01,142.51364612579346,142.51364612579346,158
406,2012-12-01,123.19833850860596,123.19833850860596,147
407,2012-12-01,100.75255823135376,100.75255823135376,126
408,2012-12-02,84.29367542266846,84.29367542266846,117
409,2012-12-02,66.99899768829346,66.99899768829346,94
410,2012-12-02,63.28928089141846,63.28928089141846,74
411,2012-12-02,35.52468252182007,35.52468252182007,25
412,2012-12-02,19.77163076400757,19.77163076400757,7
413,2012-12-02,17.78115224838257,17.78115224838257,8
414,2012-12-02,-2.818066120147705,-2.818066120147705,16
415,2012-12-02,6.549731731414795,6.549731731414795,31
416,2012-12-02,112.02284336090088,112.02284336090088,93
417,2012-12-02,156.54476594924927,156.54476594924927,172
418,2012-12-02,296.1010341644287,296.1010341644287,293
419,2012-12-02,333.29248332977295,333.29248332977295,355
420,2012-12-02,375.0784134864807,375.0784134864807,520
421,2012-12-02,424.2747473716736,424.2747473716736,431
422,2012-12-02,441.4907441139221,441.4907441139221,473
423,2012-12-02,434.7465515136719,434.7465515136719,417
424,2012-12-02,396.1127624511719,396.1127624511719,443
425,2012-12-02,223.95987701416016,223.95987701416016,303
426,2012-12-02,340.13907766342163,340.13907766342163,203
427,2012-12-02,270.16513538360596,270.16513538360596,174
428,2012-12-02,216.01019668579102,216.01019668579102,154
429,2012-12-02,129.5433931350708,129.5433931350708,99
430,2012-12-02,111.1876802444458,111.1876802444458,96
431,2012-12-02,92.89708662033081,92.89708662033081,51
432,2012-12-08,100.50058555603027,100.50058555603027,103
433,2012-12-08,77.73349571228027,77.73349571228027,100
434,2012-12-08,64.59580039978027,64.59580039978027,70
435,2012-12-08,45.15366172790527,45.15366172790527,29
436,2012-12-08,37.17905235290527,37.17905235290527,12
437,2012-12-08,27.559911727905273,27.559911727905273,6
438,2012-12-08,32.64609336853027,32.64609336853027,20
439,2012-12-08,42.30234336853027,42.30234336853027,39
440,2012-12-08,152.4144697189331,152.4144697189331,111
441,2012-12-08,211.7462568283081,211.7462568283081,170
442,2012-12-08,326.6605067253113,326.6605067253113,287
443,2012-12-08,371.0149989128113,371.0149989128113,404
444,2012-12-08,404.8943934440613,404.8943934440613,486
445,2012-12-08,407.1585536003113,407.1585536003113,547
446,2012-12-08,400.4798426628113,400.4798426628113,542
447,2012-12-08,421.30275106430054,421.30275106430054,541
448,2012-12-08,391.73585653305054,391.73585653305054,507
449,2012-12-08,358.509952545166,358.509952545166,345
450,2012-12-08,332.4568934440613,332.4568934440613,304
451,2012-12-08,292.0226273536682,292.0226273536682,246
452,2012-12-08,201.32592582702637,201.32592582702637,182
453,2012-12-08,144.49374961853027,144.49374961853027,209
454,2012-12-08,123.85396957397461,123.85396957397461,160
455,2012-12-08,105.2060866355896,105.2060866355896,162
456,2012-12-09,95.6706862449646,95.6706862449646,118
457,2012-12-09,79.4477858543396,79.4477858543396,102
458,2012-12-09,66.3091139793396,66.3091139793396,78
459,2012-12-09,41.8581862449646,41.8581862449646,48
460,2012-12-09,25.9150710105896,25.9150710105896,12
461,2012-12-09,24.2226881980896,24.2226881980896,8
462,2012-12-09,13.2073073387146,13.2073073387146,6
463,2012-12-09,19.0019850730896,19.0019850730896,23
464,2012-12-09,59.20251703262329,59.20251703262329,69
465,2012-12-09,203.07098627090454,203.07098627090454,103
466,2012-12-09,310.0843348503113,310.0843348503113,219
467,2012-12-09,352.8563075065613,352.8563075065613,250
468,2012-12-09,396.893102645874,396.893102645874,315
469,2012-12-09,386.266300201416,386.266300201416,285
470,2012-12-09,386.806339263916,386.806339263916,232
471,2012-12-09,231.2975697517395,231.2975697517395,225
472,2012-12-09,201.7575306892395,201.7575306892395,253
473,2012-12-09,185.2135853767395,185.2135853767395,229
474,2012-12-09,158.4845814704895,158.4845814704895,198
475,2012-12-09,146.6756420135498,146.6756420135498,122
476,2012-12-09,105.6917028427124,105.6917028427124,108
477,2012-12-09,125.33212852478027,125.33212852478027,96
478,2012-12-09,90.59116172790527,90.59116172790527,78
479,2012-12-09,66.55502891540527,66.55502891540527,51
480,2012-12-15,116.08078479766846,116.08078479766846,94
481,2012-12-15,74.82607412338257,74.82607412338257,95
482,2012-12-15,79.47646474838257,79.47646474838257,69
483,2012-12-15,43.332934856414795,43.332934856414795,23
484,2012-12-15,13.734302043914795,13.734302043914795,6
485,2012-12-15,27.16567373275757,27.16567373275757,3
486,2012-12-15,30.635058879852295,30.635058879852295,11
487,2012-12-15,26.886157512664795,26.886157512664795,48
488,2012-12-15,140.0732922554016,140.0732922554016,119
489,2012-12-15,200.6711926460266,200.6711926460266,220
490,2012-12-15,335.597683429718,335.597683429718,273
491,2012-12-15,391.2638626098633,391.2638626098633,393
492,2012-12-15,457.8009247779846,457.8009247779846,453
493,2012-12-15,448.3743085861206,448.3743085861206,456
494,2012-12-15,458.42114448547363,458.42114448547363,426
495,2012-12-15,467.1112804412842,467.1112804412842,447
496,2012-12-15,425.13403511047363,425.13403511047363,413
497,2012-12-15,404.95434761047363,404.95434761047363,309
498,2012-12-15,359.67004346847534,359.67004346847534,272
499,2012-12-15,297.83516216278076,297.83516216278076,257
500,2012-12-15,227.7978377342224,227.7978377342224,201
501,2012-12-15,133.82785844802856,133.82785844802856,184
502,2012-12-15,112.84983110427856,112.84983110427856,156
503,2012-12-15,80.23166704177856,80.23166704177856,119
504,2012-12-16,89.15915727615356,89.15915727615356,110
505,2012-12-16,54.834152698516846,54.834152698516846,96
506,2012-12-16,56.012863636016846,56.012863636016846,87
507,2012-12-16,23.334640979766846,23.334640979766846,38
508,2012-12-16,23.759689807891846,23.759689807891846,11
509,2012-12-16,21.866379261016846,21.866379261016846,9
510,2012-12-16,27.038986682891846,27.038986682891846,6
511,2012-12-16,28.593918323516846,28.593918323516846,27
512,2012-12-16,131.5747790336609,131.5747790336609,88
513,2012-12-16,187.7549548149109,187.7549548149109,132
514,2012-12-16,294.297203540802,294.297203540802,257
515,2012-12-16,337.656578540802,337.656578540802,295
