yr,RushHour-Med,workingday,atemp,relative_hum,isDaylight,relative_atemp,mean_per_hour,relative_windspeed,RushHour-Low,isNoon,windspeed,holiday,hum,relative_temp,RushHour-High,cnt,temp,s_fall,s_spring,s_summer,s_winter,w_Acceptable,w_Bad,w_Chaos,w_Good,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,w_0,w_1,w_2,w_3,w_4,w_5,w_6,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,dteday,registered,casual
0,0,0,0.3333,-3.8528238573510105,0,-0.6056902836135796,35.0,1.277788621781544,0,0,0.3284,0,0.46,-0.0476602683410547,1,53,0.36,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7035828987386376,0.7903693499005244,0.7625291162870549,0.7349128515163748,0.7452581617234448,0.7903693499005244,0.797923561580296,0.7903693499005244,0.8181381802859875,0.7230913319711829,0.7903693499005244,0.7903693499005244,0.770766844246799,0.7903693499005244,0.7035828987386376,2011-01-02,43,10
0,1,0,0.2879,-3.657614422967583,0,-1.2900836050845468,37.0,2.305006191898056,0,0,0.4478,0,0.42,-0.5416749916110187,0,30,0.32,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5809258925563573,0.9509305762573403,0.8359548801638236,0.7738121624476454,0.6859586766892479,0.9509305762573403,0.8531520841134581,0.9509305762573403,0.9525151153378144,0.6704695274442686,0.9509305762573403,0.9509305762573403,0.7371610326048614,0.9509305762573403,0.5809258925563573,2011-01-02,29,1
0,1,0,0.2727,-3.409956695470868,0,-1.4814850564172328,36.0,1.3836518583954287,0,0,0.3582,0,0.39,-0.7830431744621142,0,22,0.3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.576260426824184,0.9566507680585954,0.8385061720418945,0.7752425622398652,0.6836973168539544,0.9566507680585954,0.8551832236827717,0.9566507680585954,0.9578892628978731,0.6685744494101781,0.9566507680585954,0.9566507680585954,0.7360057336233949,0.9566507680585954,0.576260426824184,2011-01-02,17,5
0,1,0,0.2273,-2.6006119809201103,0,-2.108941582164581,34.0,1.0874089472625212,0,0,0.3284,0,0.44,-1.2700066057118917,0,31,0.26,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5676593594249294,0.967136392045529,0.8431617524602486,0.7778653940157624,0.6795344103021013,0.967136392045529,0.8589094180688424,0.967136392045529,0.96785016144422,0.6651051163444888,0.967136392045529,0.967136392045529,0.733900498764166,0.967136392045529,0.5676593594249294,2011-01-02,20,11
0,1,0,0.2121,-2.3946651739139164,0,-2.20729242094761,28.0,0.8096591372132748,0,0,0.2985,0,0.44,-1.4826772768596066,0,9,0.24,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5637465067182228,0.9718815027802873,0.8452590768480334,0.7790522322353765,0.6776436227189513,0.9718815027802873,0.8605964271412452,0.9718815027802873,0.9724046869230434,0.6635374782158056,0.9718815027802873,0.9718815027802873,0.7329533794697206,0.9718815027802873,0.5637465067182228,2011-01-02,9,0
0,1,0,0.2273,-2.0208059953907127,0,-1.8634213730909308,39.0,-0.33985899512672857,0,0,0.1642,0,0.47,-1.6780852553566419,0,8,0.22,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5601062564657003,0.9762822684712643,0.8471986642625624,0.780152674959417,0.67588649680695,0.9762822684712643,0.8621611956499915,0.9762822684712643,0.9766549356106167,0.6620851421789122,0.9762822684712643,0.9762822684712643,0.7320782205182778,0.9762822684712643,0.5601062564657003,2011-01-02,8,0
0,1,0,0.19699999999999998,-0.34980632285130436,0,-0.7090187877862266,17.0,-0.14200210596830462,0,0,0.1642,0,0.51,-0.7697761845098299,0,25,0.18,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5536819831804962,0.9840169645600584,0.8505942219913811,0.7820857119824547,0.6727905689792187,0.9840169645600584,0.86491132108814,0.9840169645600584,0.9841865474671161,0.6595366020528796,0.9840169645600584,0.9840169645600584,0.730547840059768,0.9840169645600584,0.5536819831804962,2011-01-08,24,1
0,0,0,0.2121,-0.11996331387768727,0,-0.5265058623290116,17.0,-0.8204509564652187,1,0,0.0896,0,0.55,-0.7660030727167846,0,16,0.18,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5442601434072627,0.9952893838439439,0.8555106117444895,0.7848989672124097,0.6682632716561709,0.9952893838439439,0.8689175022679959,0.9952893838439439,0.9953041585597767,0.6558331314376422,0.9952893838439439,0.9952893838439439,0.7283360320420991,0.9952893838439439,0.5442601434072627,2011-01-08,15,1
0,0,0,0.2424,-0.11959172867763138,0,-0.16398817715341243,9.0,-1.6324868392666458,1,0,0.0,0,0.55,-0.7622850094086789,0,16,0.18,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5442601434072627,0.9952893838439439,0.8555106117444895,0.7848989672124097,0.6682632716561709,0.9952893838439439,0.8689175022679959,0.9952893838439439,0.9953041585597767,0.6558331314376422,0.9952893838439439,0.9952893838439439,0.7283360320420991,0.9952893838439439,0.5442601434072627,2011-01-08,13,3
0,0,0,0.19699999999999998,-0.11922357539465307,0,-0.7051943616690252,6.0,-0.12607305166968608,1,0,0.1642,0,0.55,-0.758620667519078,0,7,0.18,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5442601434072627,0.9952893838439439,0.8555106117444895,0.7848989672124097,0.6682632716561709,0.9952893838439439,0.8689175022679959,0.9952893838439439,0.9953041585597767,0.6558331314376422,0.9952893838439439,0.9952893838439439,0.7283360320420991,0.9952893838439439,0.5442601434072627,2011-01-08,7,0
0,0,0,0.19699999999999998,-0.11885880152057667,0,-0.7020036508782388,3.0,-0.12568667749974854,1,0,0.1642,0,0.55,-0.7550087643675506,0,1,0.18,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5442601434072627,0.9952893838439439,0.8555106117444895,0.7848989672124097,0.6682632716561709,0.9952893838439439,0.8689175022679959,0.9952893838439439,0.9953041585597767,0.6558331314376422,0.9952893838439439,0.9952893838439439,0.7283360320420991,0.9952893838439439,0.5442601434072627,2011-01-08,1,0
0,0,0,0.1667,0.9749961423348433,0,-1.0547805580235614,2.0,-0.12492446864873406,1,0,0.1642,0,0.74,-0.9725338133157171,0,2,0.16,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5434330682542252,0.9962749538648851,0.8559385664255568,0.7851446432157654,0.6678666798051557,0.9962749538648851,0.869267589690482,0.9962749538648851,0.9962841953329037,0.6555100058814959,0.9962749538648851,0.9962749538648851,0.7281437321651701,0.9962749538648851,0.5434330682542252,2011-01-08,2,0
0,0,0,0.1818,0.969352349798619,0,-0.8675595375506387,2.0,-0.6721667466557179,1,0,0.1045,0,0.74,-0.9669180787376279,0,9,0.16,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5434330682542252,0.9962749538648851,0.8559385664255568,0.7851446432157654,0.6678666798051557,0.9962749538648851,0.869267589690482,0.9962749538648851,0.9962841953329037,0.6555100058814959,0.9962749538648851,0.9962749538648851,0.7281437321651701,0.9962749538648851,0.5434330682542252,2011-01-08,8,1
0,1,0,0.1818,2.0772471601311584,1,-0.858511291005398,8.0,-0.682408882758389,0,0,0.1045,0,0.93,-0.9588601548953775,0,15,0.16,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550915354543891,0.9873356760142589,0.8520457208422674,0.7829145309102332,0.6714594540600523,0.9873356760142589,0.8660910980847436,0.9873356760142589,0.9874422398266807,0.6584448559681938,0.9873356760142589,0.9873356760142589,0.7298943322150419,0.9873356760142589,0.550915354543891,2011-01-08,15,0
0,1,0,0.1818,2.0570382444335436,1,-0.850325007768038,17.0,-0.6928437827951438,0,0,0.1045,0,0.93,-0.9524327832160182,0,20,0.16,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550915354543891,0.9873356760142589,0.8520457208422674,0.7829145309102332,0.6714594540600523,0.9873356760142589,0.8660910980847436,0.9873356760142589,0.9874422398266807,0.6584448559681938,0.9873356760142589,0.9873356760142589,0.7298943322150419,0.9873356760142589,0.550915354543891,2011-01-08,20,0
0,0,0,0.19699999999999998,1.2941055836860726,1,-0.6614454517881487,44.5,-0.1445831633412977,0,0,0.1642,0,0.8,-0.720934277092098,1,61,0.18,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5909257285310425,0.9385904546348086,0.8304252838542876,0.7707291065141608,0.6908116642768178,0.9385904546348086,0.8487761186964543,0.9385904546348086,0.9410641997619316,0.674561868751863,0.9385904546348086,0.9385904546348086,0.7396687525463874,0.9385904546348086,0.5909257285310425,2011-01-08,56,5
0,0,0,0.1818,0.662253985054356,1,-0.8351395476772469,63.0,1.9589799767345402,0,0,0.3881,0,0.69,-0.49103325540503523,1,62,0.2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6017307323331579,0.9251300429004277,0.8243571342931366,0.7673732669613241,0.6960618635364284,0.9251300429004277,0.8440151888506295,0.9251300429004277,0.9287942635994829,0.6790290409548159,0.9251300429004277,0.9251300429004277,0.7424263378358951,0.9251300429004277,0.6017307323331579,2011-01-08,60,2
0,0,0,0.1818,0.09389515770588044,1,-0.8263816904972358,88.5,1.6506651458979895,0,1,0.3582,0,0.59,-0.48800942751079623,1,98,0.2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6017307323331579,0.9251300429004277,0.8243571342931366,0.7673732669613241,0.6960618635364284,0.9251300429004277,0.8440151888506295,0.9251300429004277,0.9287942635994829,0.6790290409548159,0.9251300429004277,0.9251300429004277,0.7424263378358951,0.9251300429004277,0.6017307323331579,2011-01-08,90,8
0,0,0,0.1818,-0.7602744816615314,1,-0.8193793630071455,84.5,1.3472550788890976,0,0,0.3284,0,0.44,-0.484993634290442,1,102,0.2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6017307323331579,0.9251300429004277,0.8243571342931366,0.7673732669613241,0.6960618635364284,0.9251300429004277,0.8440151888506295,0.9251300429004277,0.9287942635994829,0.6790290409548159,0.9251300429004277,0.9251300429004277,0.7424263378358951,0.9251300429004277,0.6017307323331579,2011-01-08,95,7
0,0,0,0.1667,-1.4408769121137475,1,-0.990007537373253,82.5,2.8762383325433345,0,0,0.4925,0,0.32,-0.4834158567054815,1,95,0.2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6017307323331579,0.9251300429004277,0.8243571342931366,0.7673732669613241,0.6960618635364284,0.9251300429004277,0.8440151888506295,0.9251300429004277,0.9287942635994829,0.6790290409548159,0.9251300429004277,0.9251300429004277,0.7424263378358951,0.9251300429004277,0.6017307323331579,2011-01-08,83,12
0,0,0,0.1667,-1.4256136601752922,1,-0.9807790067904631,92.0,2.392482234964704,0,0,0.4478,0,0.32,-0.4834158567054815,1,74,0.2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6017307323331579,0.9251300429004277,0.8243571342931366,0.7673732669613241,0.6960618635364284,0.9251300429004277,0.8440151888506295,0.9251300429004277,0.9287942635994829,0.6790290409548159,0.9251300429004277,0.9251300429004277,0.7424263378358951,0.9251300429004277,0.6017307323331579,2011-01-08,69,5
0,0,0,0.1364,-1.5796410488641734,0,-1.3264300390675092,84.5,2.3499595004140064,0,0,0.4478,0,0.29,-0.7046049880132015,1,76,0.18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5909257285310425,0.9385904546348086,0.8304252838542876,0.7707291065141608,0.6908116642768178,0.9385904546348086,0.8487761186964543,0.9385904546348086,0.9410641997619316,0.674561868751863,0.9385904546348086,0.9385904546348086,0.7396687525463874,0.9385904546348086,0.5909257285310425,2011-01-08,68,8
0,0,0,0.1212,-1.099611158524306,0,-1.4887380799224053,66.0,3.262420789067786,0,0,0.5522,0,0.37,-0.9201891881377968,1,69,0.16,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5809258925563573,0.9509305762573403,0.8359548801638236,0.7738121624476454,0.6859586766892479,0.9509305762573403,0.8531520841134581,0.9509305762573403,0.9525151153378144,0.6704695274442686,0.9509305762573403,0.9509305762573403,0.7371610326048614,0.9509305762573403,0.5809258925563573,2011-01-08,64,5
0,0,0,0.1212,-0.972026985993874,0,-1.4731368428112666,44.0,0.9032542319682488,0,0,0.2985,0,0.39,-1.1352714031158293,1,55,0.14,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5718343603984994,0.9620561911616065,0.8409096796107797,0.7765946103387189,0.6815540405713252,0.9620561911616065,0.857103727319447,0.9620561911616065,0.9630064221279473,0.6667851631027915,0.9620561911616065,0.9620561911616065,0.7349183938452345,0.9620561911616065,0.5718343603984994,2011-01-08,52,3
0,1,0,0.1212,-1.1335623542449678,0,-1.4535622275267817,33.5,0.5053161909686661,0,0,0.2537,0,0.36,-1.1223792889284503,0,30,0.14,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5484560460827698,0.9902796480650624,0.8533305106123874,0.7836493920460833,0.6702773712917454,0.9902796480650624,0.8671374664242802,0.9902796480650624,0.9903424754733327,0.6574773427860922,0.9902796480650624,0.9902796480650624,0.7293162296528422,0.9902796480650624,0.5484560460827698,2011-01-08,26,4
0,1,0,0.1212,-1.120357206688815,0,-1.4427288444977662,29.0,0.5074052410751959,0,0,0.2537,0,0.36,-1.3413118451191166,0,28,0.12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5463107850944602,0.9928430470395649,0.854447021647784,0.7842889360820757,0.6692471772834185,0.9928430470395649,0.8680483810898848,0.9928430470395649,0.9928771300051317,0.6566356707684636,0.9928430470395649,0.9928430470395649,0.7288141139050666,0.9928430470395649,0.5463107850944602,2011-01-08,28,0
0,1,0,0.1061,-0.9344387989585934,0,-1.6185033192028577,32.5,1.4381272354641421,0,0,0.3582,0,0.39,-1.337213910479289,0,37,0.12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5463107850944602,0.9928430470395649,0.854447021647784,0.7842889360820757,0.6692471772834185,0.9928430470395649,0.8680483810898848,0.9928430470395649,0.9928771300051317,0.6566356707684636,0.9928430470395649,0.9928430470395649,0.7288141139050666,0.9928430470395649,0.5463107850944602,2011-01-08,35,2
0,1,0,0.1061,-1.095904542927712,0,-1.613129757886034,18.5,1.692168469167068,0,0,0.3881,0,0.36,-1.334036436921161,0,34,0.12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5463107850944602,0.9928430470395649,0.854447021647784,0.7842889360820757,0.6692471772834185,0.9928430470395649,0.8680483810898848,0.9928430470395649,0.9928771300051317,0.6566356707684636,0.9928430470395649,0.9928430470395649,0.7288141139050666,0.9928430470395649,0.5463107850944602,2011-01-08,33,1
